ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2017","2306.11",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2018","3114.14",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2018","2026.42",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2018","2326.74",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2019","3207.66",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2019","2229.86",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2020","3263.95",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2010","85",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2010","274.76",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2010","105.9",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2011","93.5",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2011","289.08",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2011","118.4",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2012","93.5",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2012","306.22",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2012","119.01",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2013","105",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2013","338.56",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2013","133.84",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2014","105",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2014","324.84",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2014","133.87",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2015","105",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2015","317.89",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2015","102.48",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2016","105",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2016","293.07",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2016","65.8",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2017","116",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2017","238.21",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2017","67.4",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2018","130",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: 2017 PPP $,"2018","267.43",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2018","76.47",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2019","250",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: U.S. dollars,"2019","147.06",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,
Azerbaijan,Statutory nominal gross monthly minimum wage,AZE - ADM - Labour legislation,Currency: Local currency,"2020","250",Currency: AZE - Azerbaijani manat (AZN) | Type of minimum wage: Singular national minimum wage,Repository: CIS-STAT
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: Local currency,"2010","3467",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: 2017 PPP $,"2010","7.42",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: U.S. dollars,"2010","2.82",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: Local currency,"2011","3467",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: 2017 PPP $,"2011","6.99",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: U.S. dollars,"2011","2.75",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: Local currency,"2012","3467",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: 2017 PPP $,"2012","6.57",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: U.S. dollars,"2012","2.4",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: Local currency,"2013","3467",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: 2017 PPP $,"2013","6.2",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: U.S. dollars,"2013","2.23",Currency: BDI - Burundian franc (BIF),Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: Local currency,"2018","3464",Currency: BDI - Burundian franc (BIF) | Break in series: Change in definition or concept | ILO calculation: Monthly figure calculated as the daily figure multiplied by 5 days and then by 4.33 weeks,Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: 2017 PPP $,"2018","5.58",Currency: BDI - Burundian franc (BIF) | Break in series: Change in definition or concept | ILO calculation: Monthly figure calculated as the daily figure multiplied by 5 days and then by 4.33 weeks,Geographical coverage: Gitega & Bujumbura
Burundi,Statutory nominal gross monthly minimum wage,BDI - ADM - Labour legislation,Currency: U.S. dollars,"2018","1.94",Currency: BDI - Burundian franc (BIF) | Break in series: Change in definition or concept | ILO calculation: Monthly figure calculated as the daily figure multiplied by 5 days and then by 4.33 weeks,Geographical coverage: Gitega & Bujumbura
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: Local currency,"2010","1387.5",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: 2017 PPP $,"2010","1550.96",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: U.S. dollars,"2010","1839.43",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: Local currency,"2011","1443.54",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: 2017 PPP $,"2011","1639.05",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: U.S. dollars,"2011","2009.34",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: Local currency,"2012","1472.42",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
Belgium,Statutory nominal gross monthly minimum wage,BEL - ADM - Labour legislation,Currency: 2017 PPP $,"2012","1667.29",Currency: BEL - Euro (EUR),Repository: Eurostat | Data reference period: July | Institutional sector coverage: Private sector only
